D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_305.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_305.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_305.jpg, 0, 0, 0, 7.829688E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_408.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_408.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_408.jpg, 0, 0, 0, 7.819201E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_512.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_512.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_512.jpg, 0, 0, 0, 7.840169E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_613.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_613.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_613.jpg, 0, 0, 0, 8.223872E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_717.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_717.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_717.jpg, 0, 0, 0, 7.807596E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_825.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_825.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_825.jpg, 0, 0, 0, 8.140731E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_25_927.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_25_927.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_25_927.jpg, 0, 0, 0, 8.15802E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_26_027.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_26_027.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_26_027.jpg, 0, 0, 0, 8.126802E-05
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_26_129.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_26_129.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_26_129.jpg, 0, 0.0824466, 0, 0.04550182
D:\Course\selfdriving car\simulator-windows-64\data\IMG\center_2020_02_26_20_08_26_230.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\left_2020_02_26_20_08_26_230.jpg, D:\Course\selfdriving car\simulator-windows-64\data\IMG\right_2020_02_26_20_08_26_230.jpg, 0, 0.3876939, 0, 0.3070185
